"filename"                           ,year,term,exam   ,subject_id                   ,"subject_name"                                                     ,"fullpath"                                                                                   ,size      
"030943113.pdf"                      ,2013,1   ,midterm,030943113                    ,                                                                 ,"2556\\term 1\\midterm\\030943113.pdf"                                                       ,2.96 MB   
"030953101 395360.pdf"               ,2013,1   ,midterm,030953101|395360             ,                                                                 ,"2556\\term 1\\midterm\\030953101 395360.pdf"                                                ,2.94 MB   
"030953103.pdf"                      ,2013,1   ,midterm,030953103                    ,                                                                 ,"2556\\term 1\\midterm\\030953103.pdf"                                                       ,2.78 MB   
"030953104.pdf"                      ,2013,1   ,midterm,030953104                    ,                                                                 ,"2556\\term 1\\midterm\\030953104.pdf"                                                       ,3.20 MB   
"030953105.pdf"                      ,2013,1   ,midterm,030953105                    ,                                                                 ,"2556\\term 1\\midterm\\030953105.pdf"                                                       ,8.29 MB   
"030953106.pdf"                      ,2013,1   ,midterm,030953106                    ,                                                                 ,"2556\\term 1\\midterm\\030953106.pdf"                                                       ,5.92 MB   
"030953107 ,395367.pdf"             ,2013,1   ,midterm,030953107|395367             ,                                                                 ,"2556\\term 1\\midterm\\030953107 ,395367.pdf"                                              ,999.08 KB 
"030953114.pdf"                      ,2013,1   ,midterm,030953114                    ,                                                                 ,"2556\\term 1\\midterm\\030953114.pdf"                                                       ,5.58 MB   
"303133138.pdf"                      ,2013,1   ,midterm,303133138                    ,                                                                 ,"2556\\term 1\\midterm\\303133138.pdf"                                                       ,2.04 MB   
"303223128.pdf"                      ,2013,1   ,midterm,303223128                    ,                                                                 ,"2556\\term 1\\midterm\\303223128.pdf"                                                       ,2.02 MB   
"310151.pdf"                         ,2013,1   ,midterm,310151                       ,                                                                 ,"2556\\term 1\\midterm\\310151.pdf"                                                          ,6.34 MB   
"310152.pdf"                         ,2013,1   ,midterm,310152                       ,                                                                 ,"2556\\term 1\\midterm\\310152.pdf"                                                          ,6.34 MB   
"310154.pdf"                         ,2013,1   ,midterm,310154                       ,                                                                 ,"2556\\term 1\\midterm\\310154.pdf"                                                          ,1.94 MB   
"310251,030103102.pdf"              ,2013,1   ,midterm,310251|030103102             ,"Engineering Mechanics I"                                          ,"2556\\term 1\\midterm\\310251,030103102.pdf"                                               ,1.42 MB   
"310254.pdf"                         ,2013,1   ,midterm,310254                       ,"Engineering Dynamics"                                             ,"2556\\term 1\\midterm\\310254.pdf"                                                          ,1.34 MB   
"310256.pdf"                         ,2013,1   ,midterm,310256                       ,"MANUFACTURING PROCESSES"                                          ,"2556\\term 1\\midterm\\310256.pdf"                                                          ,1.13 MB   
"310304,030103106.pdf"              ,2013,1   ,midterm,310304|030103106             ,                                                                 ,"2556\\term 1\\midterm\\310304,030103106.pdf"                                               ,1.21 MB   
"310358.pdf"                         ,2013,1   ,midterm,310358                       ,                                                                 ,"2556\\term 1\\midterm\\310358.pdf"                                                          ,2.30 MB   
"310359.pdf"                         ,2013,1   ,midterm,310359                       ,"Mechanical Vibrations"                                            ,"2556\\term 1\\midterm\\310359.pdf"                                                          ,3.53 MB   
"310361.pdf"                         ,2013,1   ,midterm,310361                       ,"DESIGN OF MACHINE ELEMENTS"                                       ,"2556\\term 1\\midterm\\310361.pdf"                                                          ,599.13 KB 
"310423.pdf"                         ,2013,1   ,midterm,310423                       ,                                                                 ,"2556\\term 1\\midterm\\310423.pdf"                                                          ,3.23 MB   
"311131.pdf"                         ,2013,1   ,midterm,311131                       ,"MECHANICAL DRAWING I"                                             ,"2556\\term 1\\midterm\\311131.pdf"                                                          ,4.41 MB   
"311133.pdf"                         ,2013,1   ,midterm,311133                       ,                                                                 ,"2556\\term 1\\midterm\\311133.pdf"                                                          ,2.02 MB   
"312435.pdf"                         ,2013,1   ,midterm,312435                       ,                                                                 ,"2556\\term 1\\midterm\\312435.pdf"                                                          ,2.58 MB   
"312454.pdf"                         ,2013,1   ,midterm,312454                       ,                                                                 ,"2556\\term 1\\midterm\\312454.pdf"                                                          ,977.75 KB 
"312455.pdf"                         ,2013,1   ,midterm,312455                       ,                                                                 ,"2556\\term 1\\midterm\\312455.pdf"                                                          ,467.82 KB 
"313151.pdf"                         ,2013,1   ,midterm,313151                       ,"MACHINE THEORY AND CALCULATION"                                   ,"2556\\term 1\\midterm\\313151.pdf"                                                          ,8.75 MB   
"313353.pdf"                         ,2013,1   ,midterm,313353                       ,                                                                 ,"2556\\term 1\\midterm\\313353.pdf"                                                          ,2.03 MB   
"313355,030133135.pdf"              ,2013,1   ,midterm,313355|030133135             ,"Plastic Mould Design II"                                          ,"2556\\term 1\\midterm\\313355,030133135.pdf"                                               ,2.39 MB   
"313356.pdf"                         ,2013,1   ,midterm,313356                       ,"Plastic Products Design"                                          ,"2556\\term 1\\midterm\\313356.pdf"                                                          ,3.12 MB   
"314451.pdf"                         ,2013,1   ,midterm,314451                       ,                                                                 ,"2556\\term 1\\midterm\\314451.pdf"                                                          ,1.09 MB   
"315357.pdf"                         ,2013,1   ,midterm,315357                       ,                                                                 ,"2556\\term 1\\midterm\\315357.pdf"                                                          ,3.42 MB   
"315372.pdf"                         ,2013,1   ,midterm,315372                       ,                                                                 ,"2556\\term 1\\midterm\\315372.pdf"                                                          ,1.04 MB   
"315384.pdf"                         ,2013,1   ,midterm,315384                       ,"WELDING METALLURGY OF NON-FERROUS AND HIGHALLOY"                  ,"2556\\term 1\\midterm\\315384.pdf"                                                          ,552.11 KB 
"315466.pdf"                         ,2013,1   ,midterm,315466                       ,                                                                 ,"2556\\term 1\\midterm\\315466.pdf"                                                          ,582.11 KB 
"315468.pdf"                         ,2013,1   ,midterm,315468                       ,                                                                 ,"2556\\term 1\\midterm\\315468.pdf"                                                          ,996.80 KB 
"315492.pdf"                         ,2013,1   ,midterm,315492                       ,                                                                 ,"2556\\term 1\\midterm\\315492.pdf"                                                          ,556.17 KB 
"317547 030123324.pdf"               ,2013,1   ,midterm,317547|030123324             ,"Cutting Technology"                                               ,"2556\\term 1\\midterm\\317547 030123324.pdf"                                                ,3.05 MB   
"317574.pdf"                         ,2013,1   ,midterm,317574                       ,"MACHINE TOOLS PERFORMANCES ANALYSIS"                              ,"2556\\term 1\\midterm\\317574.pdf"                                                          ,3.20 MB   
"318327.pdf"                         ,2013,1   ,midterm,318327                       ,                                                                 ,"2556\\term 1\\midterm\\318327.pdf"                                                          ,8.39 MB   
"318453.pdf"                         ,2013,1   ,midterm,318453                       ,                                                                 ,"2556\\term 1\\midterm\\318453.pdf"                                                          ,1.30 MB   
"319322.pdf"                         ,2013,1   ,midterm,319322                       ,                                                                 ,"2556\\term 1\\midterm\\319322.pdf"                                                          ,4.53 MB   
"319341.pdf"                         ,2013,1   ,midterm,319341                       ,"Plastic Parts Design"                                             ,"2556\\term 1\\midterm\\319341.pdf"                                                          ,3.18 MB   
"319454.pdf"                         ,2013,1   ,midterm,319454                       ,                                                                 ,"2556\\term 1\\midterm\\319454.pdf"                                                          ,4.35 MB   
"319456.pdf"                         ,2013,1   ,midterm,319456                       ,                                                                 ,"2556\\term 1\\midterm\\319456.pdf"                                                          ,3.69 MB   
"321151.pdf"                         ,2013,1   ,midterm,321151                       ,"AUTOMOTIVE THEORY AND CALCULATION"                                ,"2556\\term 1\\midterm\\321151.pdf"                                                          ,5.83 MB   
"321362.pdf"                         ,2013,1   ,midterm,321362                       ,                                                                 ,"2556\\term 1\\midterm\\321362.pdf"                                                          ,2.08 MB   
"321363.pdf"                         ,2013,1   ,midterm,321363                       ,                                                                 ,"2556\\term 1\\midterm\\321363.pdf"                                                          ,2.30 MB   
"321466.pdf"                         ,2013,1   ,midterm,321466                       ,                                                                 ,"2556\\term 1\\midterm\\321466.pdf"                                                          ,3.75 MB   
"321491.pdf"                         ,2013,1   ,midterm,321491                       ,                                                                 ,"2556\\term 1\\midterm\\321491.pdf"                                                          ,1.06 MB   
"321494.pdf"                         ,2013,1   ,midterm,321494                       ,                                                                 ,"2556\\term 1\\midterm\\321494.pdf"                                                          ,3.86 MB   
"322351.pdf"                         ,2013,1   ,midterm,322351                       ,                                                                 ,"2556\\term 1\\midterm\\322351.pdf"                                                          ,2.64 MB   
"322352.pdf"                         ,2013,1   ,midterm,322352                       ,                                                                 ,"2556\\term 1\\midterm\\322352.pdf"                                                          ,6.11 MB   
"322354.pdf"                         ,2013,1   ,midterm,322354                       ,"Air Conditioning"                                                 ,"2556\\term 1\\midterm\\322354.pdf"                                                          ,3.91 MB   
"322355.pdf"                         ,2013,1   ,midterm,322355                       ,                                                                 ,"2556\\term 1\\midterm\\322355.pdf"                                                          ,3.86 MB   
"322356.pdf"                         ,2013,1   ,midterm,322356                       ,                                                                 ,"2556\\term 1\\midterm\\322356.pdf"                                                          ,1014.13 KB
"322457.pdf"                         ,2013,1   ,midterm,322457                       ,                                                                 ,"2556\\term 1\\midterm\\322457.pdf"                                                          ,2.22 MB   
"322459.pdf"                         ,2013,1   ,midterm,322459                       ,"Energy Management"                                                ,"2556\\term 1\\midterm\\322459.pdf"                                                          ,2.50 MB   
"322493.pdf"                         ,2013,1   ,midterm,322493                       ,                                                                 ,"2556\\term 1\\midterm\\322493.pdf"                                                          ,616.45 KB 
"324392.pdf"                         ,2013,1   ,midterm,324392                       ,                                                                 ,"2556\\term 1\\midterm\\324392.pdf"                                                          ,1.19 MB   
"325384.pdf"                         ,2013,1   ,midterm,325384                       ,"POWERPLANT TECHNOLOGY"                                            ,"2556\\term 1\\midterm\\325384.pdf"                                                          ,2.79 MB   
"331151.pdf"                         ,2013,1   ,midterm,331151                       ,"WELDING THEORY AND CALCULATIONS"                                  ,"2556\\term 1\\midterm\\331151.pdf"                                                          ,3.41 MB   
"331331.pdf"                         ,2013,1   ,midterm,331331                       ,                                                                 ,"2556\\term 1\\midterm\\331331.pdf"                                                          ,1.84 MB   
"331354.pdf"                         ,2013,1   ,midterm,331354                       ,"(Pumps and Valvs Technology)"                                     ,"2556\\term 1\\midterm\\331354.pdf"                                                          ,3.54 MB   
"331361.pdf"                         ,2013,1   ,midterm,331361                       ,"Industrial Work Study"                                            ,"2556\\term 1\\midterm\\331361.pdf"                                                          ,2.15 MB   
"331362.pdf"                         ,2013,1   ,midterm,331362                       ,"Operations Research"                                              ,"2556\\term 1\\midterm\\331362.pdf"                                                          ,2.20 MB   
"331364,030731103.pdf"              ,2013,1   ,midterm,331364|030731103             ,"Quality Control"                                                  ,"2556\\term 1\\midterm\\331364,030731103.pdf"                                               ,1.72 MB   
"331367.pdf"                         ,2013,1   ,midterm,331367                       ,"Engineering Economy"                                              ,"2556\\term 1\\midterm\\331367.pdf"                                                          ,2.52 MB   
"331368,030713105.pdf"              ,2013,1   ,midterm,331368|030713105             ,"Safety Engineering"                                               ,"2556\\term 1\\midterm\\331368,030713105.pdf"                                               ,6.43 MB   
"331431.pdf"                         ,2013,1   ,midterm,331431                       ,"PRODUCT TESTING"                                                  ,"2556\\term 1\\midterm\\331431.pdf"                                                          ,956.73 KB 
"331465.pdf"                         ,2013,1   ,midterm,331465                       ,"Production Planning and Control"                                  ,"2556\\term 1\\midterm\\331465.pdf"                                                          ,3.33 MB   
"331466.pdf"                         ,2013,1   ,midterm,331466                       ,"Maintenance Engineering"                                          ,"2556\\term 1\\midterm\\331466.pdf"                                                          ,936.29 KB 
"332353.pdf"                         ,2013,1   ,midterm,332353                       ,"Sheet Metal Forming Technology"                                   ,"2556\\term 1\\midterm\\332353.pdf"                                                          ,592.86 KB 
"332356.pdf"                         ,2013,1   ,midterm,332356                       ,"(Corrosion Control)"                                              ,"2556\\term 1\\midterm\\332356.pdf"                                                          ,3.31 MB   
"336332.pdf"                         ,2013,1   ,midterm,336332                       ,                                                                 ,"2556\\term 1\\midterm\\336332.pdf"                                                          ,5.15 MB   
"336361.pdf"                         ,2013,1   ,midterm,336361                       ,                                                                 ,"2556\\term 1\\midterm\\336361.pdf"                                                          ,2.26 MB   
"336371.pdf"                         ,2013,1   ,midterm,336371                       ,                                                                 ,"2556\\term 1\\midterm\\336371.pdf"                                                          ,1.52 MB   
"336372.pdf"                         ,2013,1   ,midterm,336372                       ,                                                                 ,"2556\\term 1\\midterm\\336372.pdf"                                                          ,1.54 MB   
"336373.pdf"                         ,2013,1   ,midterm,336373                       ,                                                                 ,"2556\\term 1\\midterm\\336373.pdf"                                                          ,3.75 MB   
"340151 EP.pdf"                      ,2013,1   ,midterm,340151                       ,"(Electrical Materials and Calculations)"                          ,"2556\\term 1\\midterm\\EP\\340151 EP.pdf"                                                   ,2.51 MB   
"340151.pdf"                         ,2013,1   ,midterm,340151                       ,"(Electrical Materials and Calculations)"                          ,"2556\\term 1\\midterm\\340151.pdf"                                                          ,1.07 MB   
"340351.pdf"                         ,2013,1   ,midterm,340351                       ,"ELECTROMAGNETIC FIELDS"                                           ,"2556\\term 1\\midterm\\340351.pdf"                                                          ,918.56 KB 
"340361.pdf"                         ,2013,1   ,midterm,340361                       ,"Control System"                                                   ,"2556\\term 1\\midterm\\340361.pdf"                                                          ,1.04 MB   
"340492.pdf"                         ,2013,1   ,midterm,340492                       ,"POWER PLANTS AND SUBSTATION"                                      ,"2556\\term 1\\midterm\\340492.pdf"                                                          ,9.00 MB   
"341131.pdf"                         ,2013,1   ,midterm,341131                       ,"(Electrical Drawing I)"                                           ,"2556\\term 1\\midterm\\341131.pdf"                                                          ,2.36 MB   
"341151 EP.pdf"                      ,2013,1   ,midterm,341151                       ,"Electric Circuit"                                                 ,"2556\\term 1\\midterm\\EP\\341151 EP.pdf"                                                   ,5.99 MB   
"341151.pdf"                         ,2013,1   ,midterm,341151                       ,"Electric Circuit"                                                 ,"2556\\term 1\\midterm\\341151.pdf"                                                          ,5.02 MB   
"341153 EP.pdf"                      ,2013,1   ,midterm,341153                       ,"Electrical Machines 1"                                            ,"2556\\term 1\\midterm\\EP\\341153 EP.pdf"                                                   ,3.45 MB   
"341153.pdf"                         ,2013,1   ,midterm,341153                       ,"Electrical Machines 1"                                            ,"2556\\term 1\\midterm\\341153.pdf"                                                          ,2.33 MB   
"341154 EP.pdf"                      ,2013,1   ,midterm,341154                       ,"Electrical Machines 2"                                            ,"2556\\term 1\\midterm\\EP\\341154 EP.pdf"                                                   ,3.23 MB   
"341154.pdf"                         ,2013,1   ,midterm,341154                       ,"Electrical Machines 2"                                            ,"2556\\term 1\\midterm\\341154.pdf"                                                          ,2.55 MB   
"341161.pdf"                         ,2013,1   ,midterm,341161                       ,"Industrial Electricity"                                           ,"2556\\term 1\\midterm\\341161.pdf"                                                          ,2.51 MB   
"341352.pdf"                         ,2013,1   ,midterm,341352                       ,                                                                 ,"2556\\term 1\\midterm\\341352.pdf"                                                          ,1.47 MB   
"341360.pdf"                         ,2013,1   ,midterm,341360                       ,"Electric Drives and Controls"                                     ,"2556\\term 1\\midterm\\341360.pdf"                                                          ,2.34 MB   
"341362.pdf"                         ,2013,1   ,midterm,341362                       ,                                                                 ,"2556\\term 1\\midterm\\341362.pdf"                                                          ,486.05 KB 
"341372.pdf"                         ,2013,1   ,midterm,341372                       ,"Power Electronic"                                                 ,"2556\\term 1\\midterm\\341372.pdf"                                                          ,11.81 MB  
"341378.pdf"                         ,2013,1   ,midterm,341378                       ,                                                                 ,"2556\\term 1\\midterm\\341378.pdf"                                                          ,1.12 MB   
"341452.pdf"                         ,2013,1   ,midterm,341452                       ,                                                                 ,"2556\\term 1\\midterm\\341452.pdf"                                                          ,644.79 KB 
"342352.pdf"                         ,2013,1   ,midterm,342352                       ,                                                                 ,"2556\\term 1\\midterm\\342352.pdf"                                                          ,977.32 KB 
"342355.pdf"                         ,2013,1   ,midterm,342355                       ,"Microprocessor and Interfacing"                                   ,"2556\\term 1\\midterm\\342355.pdf"                                                          ,3.00 MB   
"343157 EP.pdf"                      ,2013,1   ,midterm,343157                       ,"(Introduction to Robot)"                                          ,"2556\\term 1\\midterm\\EP\\343157 EP.pdf"                                                   ,4.72 MB   
"343157.pdf"                         ,2013,1   ,midterm,343157                       ,"(Introduction to Robot)"                                          ,"2556\\term 1\\midterm\\343157.pdf"                                                          ,1.82 MB   
"350131.pdf"                         ,2013,1   ,midterm,350131                       ,                                                                 ,"2556\\term 1\\midterm\\350131.pdf"                                                          ,3.20 MB   
"350142 EP.pdf"                      ,2013,1   ,midterm,350142                       ,                                                                 ,"2556\\term 1\\midterm\\EP\\350142 EP.pdf"                                                   ,2.09 MB   
"350142.pdf"                         ,2013,1   ,midterm,350142                       ,                                                                 ,"2556\\term 1\\midterm\\350142.pdf"                                                          ,3.60 MB   
"350152 EP.pdf"                      ,2013,1   ,midterm,350152                       ,"DIGITAL CIRCUIT II"                                               ,"2556\\term 1\\midterm\\EP\\350152 EP.pdf"                                                   ,1.72 MB   
"350152.pdf"                         ,2013,1   ,midterm,350152                       ,"DIGITAL CIRCUIT II"                                               ,"2556\\term 1\\midterm\\350152.pdf"                                                          ,4.94 MB   
"350351.pdf"                         ,2013,1   ,midterm,350351                       ,                                                                 ,"2556\\term 1\\midterm\\350351.pdf"                                                          ,3.45 MB   
"350352.pdf"                         ,2013,1   ,midterm,350352                       ,                                                                 ,"2556\\term 1\\midterm\\350352.pdf"                                                          ,2.48 MB   
"350353.pdf"                         ,2013,1   ,midterm,350353                       ,                                                                 ,"2556\\term 1\\midterm\\350353.pdf"                                                          ,1.07 MB   
"351352.pdf"                         ,2013,1   ,midterm,351352                       ,                                                                 ,"2556\\term 1\\midterm\\351352.pdf"                                                          ,1.77 MB   
"351355.pdf"                         ,2013,1   ,midterm,351355                       ,                                                                 ,"2556\\term 1\\midterm\\351355.pdf"                                                          ,2.98 MB   
"351413.pdf"                         ,2013,1   ,midterm,351413                       ,                                                                 ,"2556\\term 1\\midterm\\351413.pdf"                                                          ,1.55 MB   
"351422.pdf"                         ,2013,1   ,midterm,351422                       ,                                                                 ,"2556\\term 1\\midterm\\351422.pdf"                                                          ,1.30 MB   
"351424.pdf"                         ,2013,1   ,midterm,351424                       ,                                                                 ,"2556\\term 1\\midterm\\351424.pdf"                                                          ,2.00 MB   
"351426.pdf"                         ,2013,1   ,midterm,351426                       ,                                                                 ,"2556\\term 1\\midterm\\351426.pdf"                                                          ,627.78 KB 
"353131 EP.pdf"                      ,2013,1   ,midterm,353131                       ,"Electronic Drawing"                                               ,"2556\\term 1\\midterm\\EP\\353131 EP.pdf"                                                   ,1.79 MB   
"353131.pdf"                         ,2013,1   ,midterm,353131                       ,"Electronic Drawing"                                               ,"2556\\term 1\\midterm\\353131.pdf"                                                          ,4.28 MB   
"353152 EP.pdf"                      ,2013,1   ,midterm,353152                       ,"Electronic Circuit I"                                             ,"2556\\term 1\\midterm\\EP\\353152 EP.pdf"                                                   ,4.58 MB   
"353152.pdf"                         ,2013,1   ,midterm,353152                       ,"Electronic Circuit I"                                             ,"2556\\term 1\\midterm\\353152.pdf"                                                          ,4.73 MB   
"357353.pdf"                         ,2013,1   ,midterm,357353                       ,                                                                 ,"2556\\term 1\\midterm\\357353.pdf"                                                          ,4.96 MB   
"357363 ,030523103.pdf"             ,2013,1   ,midterm,357363|030523103             ,"Computer in Everyday Lite"                                        ,"2556\\term 1\\midterm\\357363 ,030523103.pdf"                                              ,12.79 MB  
"3583351,030523344.pdf"             ,2013,1   ,midterm,3583351|030523344            ,                                                                 ,"2556\\term 1\\midterm\\3583351,030523344.pdf"                                              ,3.60 MB   
"359356,030523174.pdf"              ,2013,1   ,midterm,359356|030523174             ,                                                                 ,"2556\\term 1\\midterm\\359356,030523174.pdf"                                               ,631.00 KB 
"361334.pdf"                         ,2013,1   ,midterm,361334                       ,                                                                 ,"2556\\term 1\\midterm\\361334.pdf"                                                          ,4.42 MB   
"361452.pdf"                         ,2013,1   ,midterm,361452                       ,                                                                 ,"2556\\term 1\\midterm\\361452.pdf"                                                          ,942.76 KB 
"362120.pdf"                         ,2013,1   ,midterm,362120                       ,                                                                 ,"2556\\term 1\\midterm\\362120.pdf"                                                          ,1.49 MB   
"362250.pdf"                         ,2013,1   ,midterm,362250                       ,"Machinery Woodworking"                                            ,"2556\\term 1\\midterm\\362250.pdf"                                                          ,3.03 MB   
"370131.pdf"                         ,2013,1   ,midterm,370131                       ,"CIVIL CONSTRUCTION DRAWING"                                       ,"2556\\term 1\\midterm\\370131.pdf"                                                          ,3.50 MB   
"370151.pdf"                         ,2013,1   ,midterm,370151                       ,"CONSTRUCTION AND WOOD WORKING MATERIALS I"                        ,"2556\\term 1\\midterm\\370151.pdf"                                                          ,1.90 MB   
"370251,030613120.pdf"              ,2013,1   ,midterm,370251|030613120             ,                                                                 ,"2556\\term 1\\midterm\\370251,030613120.pdf"                                               ,1.51 MB   
"370252.pdf"                         ,2013,1   ,midterm,370252                       ,                                                                 ,"2556\\term 1\\midterm\\370252.pdf"                                                          ,653.23 KB 
"370253.pdf"                         ,2013,1   ,midterm,370253                       ,"Hydrology"                                                        ,"2556\\term 1\\midterm\\370253.pdf"                                                          ,3.25 MB   
"370323.pdf"                         ,2013,1   ,midterm,370323                       ,                                                                 ,"2556\\term 1\\midterm\\370323.pdf"                                                          ,965.09 KB 
"371152.pdf"                         ,2013,1   ,midterm,371152                       ,"CONSTRUCTION TECHNIQUE II"                                        ,"2556\\term 1\\midterm\\371152.pdf"                                                          ,592.15 KB 
"371155.pdf"                         ,2013,1   ,midterm,371155                       ,"BASIC STRUCTURES"                                                 ,"2556\\term 1\\midterm\\371155.pdf"                                                          ,1.45 MB   
"371157.pdf"                         ,2013,1   ,midterm,371157                       ,"CONSTRUCTION LAW"                                                 ,"2556\\term 1\\midterm\\371157.pdf"                                                          ,945.75 KB 
"373351.pdf"                         ,2013,1   ,midterm,373351                       ,                                                                 ,"2556\\term 1\\midterm\\373351.pdf"                                                          ,1.12 MB   
"373352.pdf"                         ,2013,1   ,midterm,373352                       ,                                                                 ,"2556\\term 1\\midterm\\373352.pdf"                                                          ,524.66 KB 
"373356.pdf"                         ,2013,1   ,midterm,373356                       ,"Timber and Steel Design"                                          ,"2556\\term 1\\midterm\\373356.pdf"                                                          ,1011.34 KB
"373425.pdf"                         ,2013,1   ,midterm,373425                       ,                                                                 ,"2556\\term 1\\midterm\\373425.pdf"                                                          ,2.38 MB   
"373487.pdf"                         ,2013,1   ,midterm,373487                       ,                                                                 ,"2556\\term 1\\midterm\\373487.pdf"                                                          ,1.78 MB   
"373491.pdf"                         ,2013,1   ,midterm,373491                       ,                                                                 ,"2556\\term 1\\midterm\\373491.pdf"                                                          ,1.14 MB   
"392131 EP.pdf"                      ,2013,1   ,midterm,392131                       ,"Physics I"                                                        ,"2556\\term 1\\midterm\\EP\\392131 EP.pdf"                                                   ,3.18 MB   
"392131.pdf"                         ,2013,1   ,midterm,392131                       ,"Physics I"                                                        ,"2556\\term 1\\midterm\\392131.pdf"                                                          ,3.30 MB   
"392133 EP.pdf"                      ,2013,1   ,midterm,392133                       ,"Physics III"                                                      ,"2556\\term 1\\midterm\\EP\\392133 EP.pdf"                                                   ,3.02 MB   
"392133.pdf"                         ,2013,1   ,midterm,392133                       ,"Physics III"                                                      ,"2556\\term 1\\midterm\\392133.pdf"                                                          ,4.14 MB   
"392135 EP.pdf"                      ,2013,1   ,midterm,392135                       ,"Physics V"                                                        ,"2556\\term 1\\midterm\\EP\\392135 EP.pdf"                                                   ,6.80 MB   
"392135.pdf"                         ,2013,1   ,midterm,392135                       ,"Physics V"                                                        ,"2556\\term 1\\midterm\\392135.pdf"                                                          ,6.40 MB   
"392151 EP.pdf"                      ,2013,1   ,midterm,392151                       ,"Chemistry I"                                                      ,"2556\\term 1\\midterm\\EP\\392151 EP.pdf"                                                   ,4.40 MB   
"392153 EP.pdf"                      ,2013,1   ,midterm,392153                       ,"Chemistry III"                                                    ,"2556\\term 1\\midterm\\EP\\392153 EP.pdf"                                                   ,5.27 MB   
"392153.pdf"                         ,2013,1   ,midterm,392153                       ,"Chemistry III"                                                    ,"2556\\term 1\\midterm\\392153.pdf"                                                          ,4.01 MB   
"392155 ep.pdf"                      ,2013,1   ,midterm,392155                       ,"Chemistry V"                                                      ,"2556\\term 1\\midterm\\EP\\392155 ep.pdf"                                                   ,5.88 MB   
"392155.pdf"                         ,2013,1   ,midterm,392155                       ,"Chemistry V"                                                      ,"2556\\term 1\\midterm\\392155.pdf"                                                          ,3.90 MB   
"392352.pdf"                         ,2013,1   ,midterm,392352                       ,"ENERGY RESOURCES"                                                 ,"2556\\term 1\\midterm\\392352.pdf"                                                          ,3.59 MB   
"393141 EP.pdf"                      ,2013,1   ,midterm,393141                       ,"English I"                                                        ,"2556\\term 1\\midterm\\EP\\393141 EP.pdf"                                                   ,6.14 MB   
"393141.pdf"                         ,2013,1   ,midterm,393141                       ,"English I"                                                        ,"2556\\term 1\\midterm\\393141.pdf"                                                          ,5.34 MB   
"393143 ep.pdf"                      ,2013,1   ,midterm,393143                       ,"English III"                                                      ,"2556\\term 1\\midterm\\EP\\393143 ep.pdf"                                                   ,6.63 MB   
"393143.pdf"                         ,2013,1   ,midterm,393143                       ,"English III"                                                      ,"2556\\term 1\\midterm\\393143.pdf"                                                          ,3.96 MB   
"393145 EP.pdf"                      ,2013,1   ,midterm,393145                       ,"English V"                                                        ,"2556\\term 1\\midterm\\EP\\393145 EP.pdf"                                                   ,5.58 MB   
"393145.pdf"                         ,2013,1   ,midterm,393145                       ,"English V"                                                        ,"2556\\term 1\\midterm\\393145.pdf"                                                          ,4.88 MB   
"393161.pdf"                         ,2013,1   ,midterm,393161                       ,"THAI I"                                                           ,"2556\\term 1\\midterm\\393161.pdf"                                                          ,4.17 MB   
"393163.pdf"                         ,2013,1   ,midterm,393163                       ,"THAI III"                                                         ,"2556\\term 1\\midterm\\393163.pdf"                                                          ,11.24 MB  
"394171 EP.pdf"                      ,2013,1   ,midterm,394171                       ,"Mathematics I"                                                    ,"2556\\term 1\\midterm\\EP\\394171 EP.pdf"                                                   ,2.42 MB   
"394171.pdf"                         ,2013,1   ,midterm,394171                       ,"Mathematics I"                                                    ,"2556\\term 1\\midterm\\394171.pdf"                                                          ,3.23 MB   
"394173 EP.pdf"                      ,2013,1   ,midterm,394173                       ,"Mathematics III"                                                  ,"2556\\term 1\\midterm\\EP\\394173 EP.pdf"                                                   ,2.86 MB   
"394173.pdf"                         ,2013,1   ,midterm,394173                       ,"Mathematics III"                                                  ,"2556\\term 1\\midterm\\394173.pdf"                                                          ,3.08 MB   
"394175 EP.pdf"                      ,2013,1   ,midterm,394175                       ,"Mathematics V"                                                    ,"2556\\term 1\\midterm\\EP\\394175 EP.pdf"                                                   ,1.75 MB   
"394175.pdf"                         ,2013,1   ,midterm,394175                       ,"Mathematics V"                                                    ,"2556\\term 1\\midterm\\394175.pdf"                                                          ,2.74 MB   
"394352,030943112.pdf"              ,2013,1   ,midterm,394352|030943112             ,                                                                 ,"2556\\term 1\\midterm\\394352,030943112.pdf"                                               ,1.12 MB   
"395182 EP.pdf"                      ,2013,1   ,midterm,395182                       ,                                                                 ,"2556\\term 1\\midterm\\EP\\395182 EP.pdf"                                                   ,3.22 MB   
"395182.pdf"                         ,2013,1   ,midterm,395182                       ,                                                                 ,"2556\\term 1\\midterm\\395182.pdf"                                                          ,7.62 MB   
"0.pdf"                              ,2013,2   ,final  ,                             ,                                                                 ,"2556\\term 2\\final\\0.pdf"                                                                 ,2.21 MB   
"030103101.pdf"                      ,2013,2   ,final  ,030103101                    ,                                                                 ,"2556\\term 2\\final\\030103101.pdf"                                                         ,967.20 KB 
"030103103.pdf"                      ,2013,2   ,final  ,030103103                    ,                                                                 ,"2556\\term 2\\final\\030103103.pdf"                                                         ,1.43 MB   
